inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification
11.69846154,0.769230769,13.0,9125,default,1,1,10,E,1
0.13475,0.75,8.0,65,default,1,1,6,E,1
26.89371014,0.086956522,7.666666667,111340,default,33,9,6,E,2
5.164030303,0.363636364,33.0,10225,default,1,1,12,E,1
0.000314516,0.241935484,62.0,2,default,62,1,15,E,1
1.9058,0.666666667,15.0,1716,default,1,1,10,E,1
4.601753846,0.4,65.0,17947,default,2,1,26,E,1
0.001580357,0.428571429,56.0,6,default,20,1,24,E,1
1.468628571,0.371428571,35.0,3085,default,1,1,13,E,1
0.700472727,0.163636364,110.0,4624,default,4,1,18,E,1
0.054666667,1.0,3.0,10,default,1,1,3,E,1
0.000933333,0.4,15.0,1,default,15,1,6,E,1
3.154330808,0.141414141,198.0,37474,default,1,1,28,E,1
33.984725,0.1,40.0,81564,default,1,1,4,E,1
0.001785714,0.071428571,3.5,3,default,14,8,2,E,2
0.193909091,0.818181818,11.0,128,default,1,1,9,E,1
6.4935,1.0,4.0,1559,default,1,1,4,E,1
1.2445,0.666666667,12.0,897,default,1,1,8,E,1
0.718214286,0.785714286,14.0,604,default,1,1,11,E,1
44.5700625,0.59375,32.0,85575,default,1,1,19,E,1
1.368899522,0.215311005,209.0,17166,default,3,1,45,E,1
0.115333333,0.888888889,9.0,63,default,1,1,8,E,1
502.72925,0.75,4.0,120656,default,1,1,3,E,1
0.984098485,0.272727273,132.0,7795,default,3,1,36,E,1
0.157140351,0.596491228,57.0,538,default,1,1,34,E,1
1.058111111,0.611111111,18.0,1143,default,1,1,11,E,1
0.157785714,0.785714286,14.0,133,default,1,1,11,E,1
0.003,0.571428571,7.0,2,default,7,1,4,E,1
4.885604167,0.625,24.0,7036,default,2,1,15,E,1
101.6249737,0.263157895,9.5,115853,default,2,2,5,E,2
76.304875,0.6875,16.0,73253,default,1,1,11,E,1
23.04655556,0.666666667,9.0,12446,default,1,1,6,E,1
2.172198068,0.22705314,207.0,26979,default,1,1,47,E,1
100.9793333,1.0,3.0,18177,default,1,1,3,E,1
4.914833333,0.306666667,75.0,22117,default,1,1,23,E,1
50.36432258,0.677419355,31.0,93678,default,1,1,21,E,1
2.217333333,0.511111111,45.0,5987,default,1,1,23,E,1
2.423883621,0.163793103,116.0,16871,default,1,1,19,E,1
22.03066667,0.466666667,75.0,99138,private_ip,1,1,35,E,1
6.360723077,0.292307692,195.0,74421,default,1,1,57,E,1
12.45955,0.025,200.0,149515,default,1,1,5,E,1
0.04875,0.5,4.0,12,default,1,1,2,E,1
3.182916667,0.583333333,12.0,2292,default,1,1,7,E,1
0.00201105,0.028314917,1448.0,175,default,57,1,41,E,1
15.878,0.75,4.0,3811,default,1,1,3,E,1
0.0032,0.8,5.0,1,default,7,1,4,E,1
0.079333333,1.0,3.0,15,default,1,1,3,E,1
2.542164384,0.198630137,146.0,22270,default,1,1,29,E,1
5.65195122,0.341463415,41.0,13904,default,1,1,14,E,1
6.452905858,0.158995816,239.0,92535,default,1,1,38,E,1
0.0245,1.0,2.0,3,default,1,1,2,E,2
5.123833333,0.027777778,36.0,11068,default,1,1,1,E,1
0.955454545,0.636363636,11.0,631,default,1,1,7,E,1
0.38,1.0,7.0,160,default,1,1,7,E,1
20.0158,1.0,5.0,6005,default,1,1,5,E,1
3.018131429,0.091428571,175.0,31691,default,1,1,16,E,1
0.56629125,0.000833333,1200.0,40773,default,1,1,1,E,1
115.7949375,0.625,16.0,111164,default,1,1,10,E,1
9.456073034,0.230337079,178.0,100991,default,1,1,41,E,1
0.001117647,0.588235294,17.0,2,default,17,1,10,E,1
0.93925,0.6,20.0,1128,default,1,1,12,E,1
1.973518519,0.518518519,27.0,3198,default,1,1,14,E,1
81.2273,0.6,10.0,48737,default,1,1,6,E,1
0.115166667,0.666666667,12.0,83,default,1,1,8,E,1
20.70192126,0.377952756,127.0,157749,default,1,1,48,E,1
2.615745098,0.137254902,255.0,40021,default,2,1,35,E,1
1.774331445,0.067988669,353.0,37581,default,1,1,24,E,1
0.323454167,0.1875,240.0,4658,default,2,1,45,E,1
0.28145098,0.294117647,17.0,862,default,12,3,15,E,2
0.910525779,0.058002148,931.0,50862,default,3,1,54,E,1
0.01775,1.0,2.0,3,default,2,1,2,E,1
14.16966667,1.0,3.0,2551,default,1,1,3,E,1
4.605442029,0.47826087,69.0,19067,default,1,1,33,E,1
3.462355856,0.204204204,333.0,69178,default,1,1,68,E,1
2.238754098,0.118852459,244.0,32776,default,1,1,29,E,1
1.17172,0.115,200.0,14061,default,1,1,23,E,1
0.03675,0.777777778,18.0,40,default,1,1,14,E,1
40.91008889,0.177777778,6.428571429,110458,default,20,7,8,E,2
94.1946,0.55,40.0,226068,default,1,1,22,E,1
0.332894958,0.095798319,1190.0,23769,default,2,1,114,E,1
0.159555556,0.777777778,9.0,87,default,1,1,7,E,1
4.069830986,0.394366197,71.0,17338,datacenter,1,1,28,E,1
0.088,1.0,3.0,16,default,2,1,3,E,1
5.29746875,0.40625,32.0,10172,default,1,1,13,E,1
6.157837209,0.604651163,43.0,15888,default,2,1,26,E,1
0.267857143,1.0,7.0,113,default,1,1,7,E,1
0.176166667,1.0,6.0,64,default,3,1,6,E,1
40.28173333,0.8,15.0,36254,default,1,1,12,E,1
1.604509259,0.481481481,54.0,5199,default,1,1,26,E,1
4.19875,0.257575758,66.0,16628,default,2,1,17,E,1
4.857481481,0.592592593,27.0,7870,default,1,1,16,E,1
3.093106742,0.207865169,178.0,33035,private_ip,1,1,37,E,1
2.80685,0.55,20.0,3369,default,1,1,11,E,1
1.499973684,0.552631579,38.0,3420,default,1,1,21,E,1
14.07852632,0.368421053,19.0,16050,default,1,1,7,E,1
23.88778788,0.454545455,33.0,47298,default,1,1,15,E,1
62.04126667,0.666666667,15.0,55838,private_ip,1,1,10,E,1
4.447102713,0.19379845,258.0,68842,default,1,1,50,E,1
11.2241,0.5,10.0,6735,default,1,1,5,E,1
4.937086207,0.198275862,116.0,34363,default,1,1,23,E,1
8.500446429,0.285714286,56.0,28562,private_ip,1,1,16,E,1
5.111333333,0.6,15.0,4601,default,1,1,9,E,1
0.651409091,0.590909091,22.0,860,default,1,1,13,E,1
2.95725,0.5625,16.0,2839,default,1,1,9,E,1
2.857666667,1.0,3.0,515,default,1,1,3,E,1
1.951727273,0.409090909,22.0,2577,default,1,1,9,E,1
18.695875,0.625,16.0,17949,default,1,1,10,E,1
1.650815789,0.368421053,38.0,3764,private_ip,1,1,14,E,1
40.07101852,0.481481481,54.0,129831,default,1,1,26,E,1
30.89126316,0.473684211,19.0,35217,default,1,1,9,E,1
0.828235294,0.764705882,17.0,845,default,1,1,13,E,1
43.61271053,0.552631579,38.0,99437,default,1,1,21,E,1
4.568484848,0.242424242,231.0,63320,default,2,1,56,E,1
2.164222222,0.592592593,27.0,3507,default,1,1,16,E,1
50.257,1.0,4.0,12062,default,1,1,4,E,1
5.307188679,0.358490566,106.0,33754,default,1,1,38,E,1
11.4381875,0.4375,48.0,32942,default,1,1,21,E,1
2.998032258,0.133064516,248.0,44611,default,2,1,33,E,1
7.181,1.0,3.0,1293,default,1,1,3,E,1
13.83053571,0.142857143,56.0,46471,default,1,1,8,E,1
1.641505747,0.379310345,87.0,8569,default,1,1,33,E,1
0.0175,1.0,2.0,3,default,2,1,2,E,1
0.571857143,1.0,7.0,241,default,1,1,7,E,1
2.03145,0.45,20.0,2438,default,1,1,9,E,1
0.374375,0.75,8.0,180,default,3,1,6,E,1
3.919870056,0.096045198,177.0,41630,default,1,1,17,E,1
9.802405405,0.567567568,37.0,21762,default,1,1,21,E,1
0.012,1.0,2.0,2,default,2,1,2,E,1
51.22325,0.78125,32.0,98349,default,1,1,25,E,1
0.217285714,1.0,7.0,92,default,1,1,7,E,1
238.3772222,0.444444444,9.0,128724,default,1,1,4,E,1
3.542222222,0.555555556,27.0,5739,default,2,1,15,E,1
0.914791237,0.077319588,388.0,21297,default,1,1,30,E,1
4.94425,0.666666667,12.0,3560,default,1,1,8,E,1
1.689181818,0.454545455,22.0,2230,default,1,1,10,E,1
0.3911625,0.04125,800.0,18776,default,1,1,33,E,1
3.128547619,0.261904762,42.0,7884,default,1,1,11,E,1
4.481181818,0.818181818,11.0,2958,default,1,1,9,E,1
14.328,0.4,5.0,4299,default,1,1,2,E,1
3.515313725,0.333333333,51.0,10757,default,1,1,17,E,1
3.871817391,0.2,115.0,26716,private_ip,1,1,23,E,1
2.954457627,0.245762712,236.0,41836,default,2,1,58,E,1
34.682,0.6,5.0,10405,default,1,1,3,E,1
91.2311875,0.625,16.0,87582,default,1,1,10,E,1
7.394,0.25,4.0,1775,default,1,1,1,E,1
11.69770588,0.294117647,85.0,59659,default,1,1,25,E,1
222.6443333,0.333333333,9.0,120228,default,1,1,3,E,1
11.93760714,0.178571429,28.0,20056,default,1,1,5,E,1
10.708,0.833333333,6.0,3855,default,1,1,5,E,1
1.292123408,0.125796178,628.0,48688,default,2,1,79,E,1
3.1126,0.8,5.0,934,private_ip,1,1,4,E,1
0.28153125,0.9375,16.0,271,default,1,1,15,E,1
1.024984375,0.34375,64.0,3936,default,1,1,22,E,1
2.853087045,0.12145749,494.0,84566,default,1,1,60,E,1
1.542963483,0.199438202,356.0,32958,default,2,1,71,E,1
2.732913333,0.108333333,600.0,98385,default,1,1,65,E,1
5.669137931,0.155172414,58.0,19729,default,1,1,9,E,1
2.026552,0.124,250.0,30399,default,2,1,31,E,1
0.065142662,0.046448087,2562.0,10014,default,2,1,119,E,1
0.00102439,0.487804878,41.0,3,default,19,1,20,E,1
102.2346667,1.0,6.0,36805,default,1,1,6,E,1
1.2875,1.0,4.0,309,default,1,1,4,E,1
0.021065217,0.456521739,46.0,59,default,3,1,21,E,1
28.36347619,0.285714286,84.0,142952,default,1,1,24,E,1
0.002465812,0.074786325,39.0,70,default,65,12,35,E,2
2.931215385,0.251282051,195.0,34296,default,1,1,49,E,1
0.96,0.379310345,29.0,1671,default,1,1,11,E,1
3.407832061,0.20610687,131.0,26786,default,2,1,27,E,1
0.02075,1.0,2.0,3,default,2,1,2,E,1
159.1236667,0.666666667,6.0,57285,default,1,1,4,E,1
20.04204,0.84,25.0,30064,default,1,1,21,E,1
16.66670455,0.204545455,44.0,44001,default,1,1,9,E,1
79.236,0.412698413,63.0,299513,default,1,1,26,E,1
24.51775,0.75,4.0,5885,default,1,1,3,E,1
22.29579518,0.156626506,9.222222222,111034,default,33,9,13,E,2
0.006333333,0.666666667,3.0,2,default,3,1,2,E,1
3.0934,1.0,5.0,929,default,1,1,5,E,1
0.771789304,0.036082474,776.0,35935,default,1,1,28,E,1
0.54674375,0.3875,80.0,2625,default,1,1,31,E,1
1.112412766,0.157446809,235.0,15686,default,2,1,37,E,1
171.7203,0.3,10.0,103033,default,1,1,3,E,1
5.3105,0.421052632,76.0,24216,default,1,1,32,E,1
0.006889952,0.153110048,209.0,87,private_ip,3,1,32,E,1
0.28725,0.666666667,12.0,207,private_ip,1,1,8,E,1
2.929833333,1.0,3.0,528,default,2,1,3,E,1
0.271307692,0.846153846,13.0,212,default,1,1,11,E,1
2.8475,0.5,6.0,1026,default,1,1,3,E,1
16.391,0.555555556,27.0,26554,default,1,1,15,E,1
5.424888889,0.240740741,216.0,70307,default,2,1,52,E,1
1.311116935,0.314516129,124.0,9755,default,2,1,39,E,1
96.65522222,0.555555556,9.0,52194,default,1,1,5,E,1
1.9862723,0.145539906,213.0,25385,default,1,1,31,E,1
0.006166667,1.0,3.0,2,default,2,1,3,E,1
0.7735,0.7,10.0,465,default,1,1,7,E,1
0.589039783,0.112115732,553.0,19545,default,4,1,62,E,1
0.001666667,0.083333333,12.0,2,default,11,1,1,E,1
1.498166667,0.666666667,6.0,540,default,1,1,4,E,1
0.000395349,0.023255814,43.0,2,default,43,1,1,E,1
6.083666667,0.259259259,27.0,9856,default,1,1,7,E,1
1.07647619,0.380952381,21.0,1357,private_ip,1,1,8,E,1
45.65893878,0.045918367,196.0,536950,private_ip,1,1,9,E,1
6.22034104,0.173410405,173.0,64568,private_ip,1,1,30,E,1
73.33695,0.4,40.0,176009,default,1,1,16,E,1
0.237815789,0.381578947,76.0,1085,default,2,1,29,E,1
4.474571622,0.110810811,370.0,99336,default,1,1,41,E,1
7.122142857,0.142857143,35.0,14957,default,1,1,5,E,1
0.002230769,0.846153846,13.0,2,default,13,1,11,E,1
27.67725926,0.333333333,27.0,44838,default,1,1,9,E,1
0.0059375,0.25,2.666666667,3,default,4,3,2,E,2
377.3852,0.6,5.0,113216,default,1,1,3,E,1
1.5772,0.6,10.0,947,default,1,1,6,E,1
2.67e-05,0.029259897,129.1111111,2,default,1162,9,34,E,2
1.202586758,0.260273973,219.0,15802,default,1,1,57,E,1
0.1611,0.8,10.0,97,default,1,1,8,E,1
0.009350877,0.228070175,57.0,32,private_ip,3,1,13,E,1
9.659067961,0.223300971,103.0,59694,default,2,1,23,E,1
0.111571429,1.0,7.0,47,default,1,1,7,E,1
2.100352941,0.764705882,17.0,2143,default,1,1,13,E,1
19.08830769,0.692307692,13.0,14889,default,1,1,9,E,1
0.001214286,0.071428571,14.0,2,default,14,1,1,E,1
0.049555556,0.777777778,9.0,27,default,1,1,7,E,1
2.427735,0.12,200.0,29133,private_ip,1,1,24,E,1
0.116375,0.75,8.0,56,default,1,1,6,E,1
4.336082609,0.195652174,230.0,59838,default,1,1,45,E,1
3.739111111,1.0,9.0,2020,default,1,1,9,E,1
0.0345,0.5,16.0,34,default,3,1,8,E,1
0.002873188,0.097826087,21.23076923,48,default,41,13,27,E,2
1.247157895,0.631578947,19.0,1422,default,1,1,12,E,1
0.007,0.857142857,7.0,3,default,7,1,6,E,1
22.48,0.75,4.0,5396,default,1,1,3,E,1
4.311603704,0.248148148,270.0,69848,default,1,1,67,E,1
0.042333333,1.0,3.0,8,default,3,1,3,E,1
0.3182,1.0,5.0,96,default,1,1,5,E,1
106.068,0.5,4.0,25457,default,1,1,2,E,1
4.65252381,0.30952381,42.0,11725,default,1,1,13,E,1
0.234173913,0.652173913,23.0,324,default,2,1,15,E,1
0.112361111,0.777777778,18.0,122,default,1,1,14,E,1
1.059625,0.5,8.0,509,default,1,1,4,E,1
4.624,0.25,76.0,21086,default,1,1,19,E,1
0.0215,1.0,2.0,3,private_ip,1,1,2,E,2
1.421954545,0.772727273,22.0,1877,private_ip,1,1,17,E,1
0.0002625,0.1875,80.0,2,default,77,1,15,E,1
0.003888889,0.444444444,9.0,3,default,9,1,4,E,1
0.325736842,0.368421053,19.0,372,default,1,1,7,E,1
0.103318182,0.818181818,11.0,69,default,1,1,9,E,1
1.170033203,0.17578125,256.0,17972,default,1,1,45,E,1
11.97981818,0.545454545,11.0,7907,private_ip,1,1,6,E,1
1.205,0.5625,16.0,1157,private_ip,1,1,9,E,1
2.754225191,0.165394402,393.0,64945,default,1,1,65,E,1
3.732730769,0.615384615,26.0,5824,default,1,1,16,E,1
48.89504545,0.772727273,22.0,64542,default,1,1,17,E,1
0.0245,1.0,2.0,3,default,1,1,2,E,2
0.011966102,0.101694915,59.0,43,default,13,1,6,E,1
0.853133333,0.666666667,15.0,768,default,1,1,10,E,1
0.004333333,1.0,3.0,1,default,3,1,3,E,1
0.004333333,1.0,3.0,1,default,3,1,3,E,1
0.004333333,1.0,3.0,1,default,3,1,3,E,1
0.004333333,1.0,3.0,1,default,3,1,3,E,1
0.003,1.0,7.0,2,default,7,1,7,E,1
4.3442,1.0,5.0,1304,default,1,1,5,E,1
0.265,1.0,4.0,64,default,1,1,4,E,1
19.77702778,0.111111111,36.0,42719,default,1,1,4,E,1
0.002,0.636363636,11.0,2,default,11,1,7,E,1
0.86989538,0.114130435,736.0,38415,default,2,1,84,E,1
0.0176,0.8,5.0,6,default,5,1,4,E,1
0.0001875,0.09375,8.0,1,default,32,4,3,E,2
3.287212766,0.244680851,94.0,18540,default,1,1,23,E,1
56.09242857,0.428571429,7.0,23559,default,1,1,3,E,1
7.864190476,0.285714286,21.0,9909,default,1,1,6,E,1
1.460419444,0.180555556,360.0,31546,default,1,1,65,E,1
3.632793814,0.278350515,97.0,21143,default,1,1,27,E,1
2.885042308,0.176923077,130.0,22504,default,2,1,23,E,1
2.47885,0.4,20.0,2975,default,1,1,8,E,1
1.996612903,0.241935484,62.0,7428,private_ip,1,1,15,E,1
0.0055,1.0,2.0,1,default,2,1,2,E,1
0.002,0.818181818,11.0,2,default,11,1,9,E,1
0.499153465,0.366336634,101.0,3025,default,1,1,37,E,1
0.0215,1.0,2.0,3,private_ip,1,1,2,E,2
0.003666667,0.5,12.0,3,default,12,1,6,E,1
0.02075,0.25,1.333333333,5,default,4,3,1,E,2
4.852189744,0.184615385,195.0,56771,default,1,1,36,E,1
36.970945,0.025,200.0,443652,default,1,1,5,E,2
2.572266667,0.466666667,15.0,2316,default,1,1,7,E,1
1.679734375,0.3359375,128.0,12901,default,2,1,43,E,1
2.674285714,0.523809524,21.0,3370,default,1,1,11,E,1
1.06684,0.6,25.0,1601,default,1,1,15,E,1
2.51e-05,0.024052478,152.4444444,3,default,1372,9,33,E,2
45.50416667,0.555555556,18.0,49145,default,1,1,10,E,1
3.309266667,0.666666667,15.0,2979,default,1,1,10,E,1
1.365142857,0.571428571,7.0,574,private_ip,1,1,4,E,1
1.6e-05,0.008641975,810.0,1,private_ip,620,1,7,E,1
0.011375,0.5,2.0,3,default,2,2,2,E,2
0.0138,0.8,5.0,5,default,1,1,4,E,1
2.891210744,0.289256198,121.0,20991,default,1,1,35,E,1
42.13372897,0.373831776,107.0,270499,default,1,1,40,E,1
252.1624167,0.75,12.0,181557,default,1,1,9,E,1
12.63725,0.75,8.0,6066,default,1,1,6,E,1
101.6612787,0.06557377,61.0,372081,default,1,1,4,E,2
4.312891975,0.290123457,162.0,41922,default,2,1,47,E,1
0.636853659,0.487804878,82.0,3134,default,1,1,40,E,1
1.047433628,0.221238938,226.0,14204,default,2,1,50,E,1
4.088977401,0.152542373,177.0,43425,default,2,1,27,E,1
0.14521875,0.75,16.0,140,default,1,1,12,E,1
0.000205696,0.055379747,632.0,8,default,18,1,35,E,1
0.01375,0.5,2.0,4,default,2,2,2,E,2
0.01125,0.5,4.0,3,default,2,1,2,E,2
6.507142857,0.714285714,7.0,2733,default,1,1,5,E,1
0.32425,1.0,4.0,78,default,1,1,4,E,1
3.188039474,0.315789474,38.0,7269,default,1,1,12,E,1
2.605,0.163636364,165.0,25790,default,1,1,27,E,1
0.777893485,0.073422958,967.0,45134,default,2,1,71,E,1
0.475233259,0.138392857,448.0,12775,default,2,1,62,E,1
29.85133333,0.5,6.0,10747,default,2,1,3,E,1
0.002625,0.1875,2.0,3,default,8,8,3,E,2
2.5063,0.4,30.0,4512,default,1,1,12,E,1
28.50527027,0.364864865,74.0,126564,default,1,1,27,E,1
4.513746575,0.164383562,146.0,39541,private_ip,1,1,24,E,1
1.148254766,0.105719237,577.0,39753,default,1,1,61,E,1
20.17069231,0.412587413,143.0,173065,default,1,1,59,E,1
0.026666667,1.0,3.0,5,default,1,1,3,E,1
45.18913208,0.358490566,53.0,143702,default,1,1,19,E,1
34.87935849,0.113207547,6.625,110917,default,24,8,6,E,2
3.200808943,0.280487805,246.0,47244,default,1,1,69,E,1
0.697288889,0.466666667,45.0,1883,default,1,1,21,E,1
24.82122,0.6,25.0,37232,default,1,1,15,E,1
114.3675,0.5,4.0,27449,default,1,1,2,E,1
0.000701729,0.063400576,694.0,30,default,24,1,44,E,1
0.649875,0.5,8.0,312,default,3,1,4,E,1
0.649875,0.5,8.0,312,default,3,1,4,E,1
0.649875,0.5,8.0,312,default,3,1,4,E,1
0.649875,0.5,8.0,312,default,3,1,4,E,1
1.178702703,0.108108108,37.0,2617,default,1,1,4,E,1
0.436533333,0.433333333,30.0,786,default,8,1,13,E,1
144.5012857,0.571428571,7.0,60691,default,1,1,4,E,1
5.359966667,0.733333333,30.0,9648,default,1,1,22,E,1
37.24360714,0.607142857,28.0,62570,default,1,1,17,E,1
0.203633333,0.6,30.0,367,default,1,1,18,E,1
0.117857143,0.714285714,14.0,99,default,2,1,10,E,1
0.3945,0.833333333,12.0,285,default,1,1,10,E,1
29.47169231,0.538461538,13.0,22988,default,1,1,7,E,1
0.030944444,0.333333333,36.0,67,default,2,1,12,E,1
0.339472222,0.611111111,36.0,734,default,1,1,22,E,1
8.711611111,0.277777778,18.0,9409,default,1,1,5,E,1
7.855333333,1.0,6.0,2828,default,1,1,6,E,1
10.3495,1.0,3.0,1863,default,2,1,3,E,1
1.445061927,0.178899083,218.0,18902,default,1,1,39,E,1
0.063,0.692307692,13.0,50,default,1,1,9,E,1
22.91441667,0.333333333,12.0,16499,default,1,1,4,E,1
22.91441667,0.333333333,12.0,16499,default,1,1,4,E,1
22.91441667,0.333333333,12.0,16499,default,1,1,4,E,1
22.91441667,0.333333333,12.0,16499,default,1,1,4,E,1
0.057527778,0.833333333,18.0,63,default,1,1,15,E,1
4.130370879,0.192307692,182.0,45104,private_ip,2,1,35,E,1
3.019846154,0.615384615,13.0,2356,default,1,1,8,E,1
11.17028571,0.857142857,7.0,4692,default,1,1,6,E,1
5.493992366,0.198473282,131.0,43183,default,1,1,26,E,1
18.16175758,0.363636364,33.0,35961,default,1,1,12,E,1
0.000222222,0.012345679,81.0,2,default,70,1,1,E,1
0.167375,1.0,4.0,41,default,1,1,4,E,1
6.634,0.666666667,15.0,5971,default,1,1,10,E,1
59.90025,0.75,4.0,14377,default,1,1,3,E,1
3.60445,0.3,20.0,4326,default,1,1,6,E,1
6.904545894,0.29468599,207.0,85755,default,2,1,61,E,1
0.225162313,0.175373134,268.0,3621,default,3,1,47,E,1
31.34613333,0.4,15.0,28212,default,1,1,6,E,1
15.02430769,0.230769231,143.0,128909,default,1,1,33,E,1
4.922413043,0.282608696,138.0,40758,default,2,1,39,E,1
0.447666667,0.583333333,12.0,323,default,1,1,7,E,1
3.046367647,0.323529412,68.0,12430,default,1,1,22,E,1
7.453333333,1.0,3.0,1342,default,1,1,3,E,1
38.5546087,0.347826087,23.0,53206,default,1,1,8,E,1
1.427571429,0.357142857,14.0,1200,default,1,1,5,E,1
15.95366667,1.0,3.0,2872,default,1,1,3,E,1
23.09835294,0.705882353,17.0,23561,default,1,1,12,E,1
0.373680556,0.238888889,180.0,4036,default,2,1,43,E,1
1.819884146,0.213414634,164.0,17908,default,2,1,35,E,1
0.029944444,0.583333333,36.0,65,default,2,1,21,E,1
0.211272727,0.818181818,11.0,140,default,1,1,9,E,1
0.112467325,0.045592705,658.0,4441,default,1,1,30,E,1
0.000592105,0.342105263,38.0,2,default,38,1,13,E,1
0.126333333,0.666666667,15.0,114,default,1,1,10,E,1
0.091741573,0.191011236,89.0,490,default,3,1,17,E,1
6.92e-05,0.067885117,2.678321678,2,default,356,143,26,E,2
13.10601176,0.458823529,85.0,66841,default,2,1,39,E,1
0.330193021,0.07155477,1132.0,22427,default,1,1,81,E,1
22.5922931,0.551724138,29.0,39311,default,2,1,16,E,1
4.63625,0.25,4.0,1113,default,1,1,1,E,1
0.957820197,0.221674877,203.0,11667,default,2,1,45,E,1
0.254774648,0.103286385,213.0,3257,default,2,1,22,E,1
1.5459375,0.25,64.0,5937,default,1,1,16,E,1
0.934378049,0.182926829,246.0,13792,default,3,1,45,E,1
9.21225,0.4,40.0,22110,default,2,1,16,E,1
8.293150424,0.190677966,236.0,117432,default,1,1,45,E,1
8.293150424,0.190677966,236.0,117432,default,1,1,45,E,1
8.293150424,0.190677966,236.0,117432,default,1,1,45,E,1
8.293150424,0.190677966,236.0,117432,default,1,1,45,E,1
0.000744186,0.465116279,43.0,2,default,3,1,20,E,1
0.00043617,0.574468085,47.0,2,default,14,1,27,E,1
0.0006,0.4,3.75,1,default,15,4,6,E,2
14.83648571,0.228571429,35.0,31157,default,1,1,8,E,1
6.7708,1.0,5.0,2032,default,1,1,5,E,1
5.588148148,0.555555556,27.0,9053,default,1,1,15,E,1
1.87475,1.0,4.0,450,default,1,1,4,E,1
9.997902439,0.390243902,41.0,24595,default,1,1,16,E,1
0.491240385,0.198717949,312.0,9197,default,2,1,62,E,1
10.21055822,0.280821918,146.0,89445,default,1,1,41,E,1
0.088047619,0.428571429,21.0,111,default,1,1,9,E,1
0.071,1.0,3.0,13,default,1,1,3,E,1
1.636424883,0.17370892,213.0,20914,default,1,1,37,E,1
12.03908197,0.295081967,61.0,44064,default,1,1,18,E,1
35.71771429,0.428571429,7.0,15002,default,1,1,3,E,1
3.02,0.75,4.0,725,default,1,1,3,E,1
10.03966667,0.333333333,81.0,48793,default,1,1,27,E,1
2.015641892,0.378378378,74.0,8950,default,2,1,28,E,1
1.009801905,0.102857143,525.0,31809,default,1,1,54,E,1
249.3092667,0.533333333,15.0,224379,default,1,1,8,E,1
2.724106618,0.286764706,136.0,22229,default,2,1,39,E,1
0.810177215,0.32278481,158.0,7681,default,1,1,51,E,1
2.095705882,0.823529412,17.0,2138,default,1,1,14,E,1
424.437,1.0,3.0,76399,default,1,1,3,E,1
12.247,1.0,4.0,2940,default,1,1,4,E,1
2.140801471,0.367647059,68.0,8735,default,2,1,25,E,1
14.59259259,0.666666667,27.0,23640,default,1,1,18,E,1
1.692258486,0.101827676,383.0,38889,default,1,1,39,E,1
3.2315,0.6,10.0,1939,default,2,1,6,E,1
18.20606818,0.5,44.0,48065,default,1,1,22,E,1
0.656995327,0.214953271,107.0,4218,default,1,1,23,E,1
0.002571429,0.857142857,14.0,3,default,14,1,12,E,1
7.020980565,0.130742049,283.0,119217,default,1,1,37,E,1
1.396855872,0.110320285,281.0,23551,default,1,1,31,E,1
47.38642857,0.19047619,21.0,59707,default,1,1,4,E,1
0.007,1.0,3.0,2,default,3,1,3,E,1
4.122111111,0.407407407,27.0,6678,default,1,1,11,E,1
0.817064593,0.248803828,209.0,10246,default,2,1,52,E,1
0.667331731,0.153846154,104.0,4165,default,1,1,16,E,1
0.667331731,0.153846154,104.0,4165,default,1,1,16,E,1
0.667331731,0.153846154,104.0,4165,default,1,1,16,E,1
0.667331731,0.153846154,104.0,4165,default,1,1,16,E,1
5.991314286,0.2,35.0,12582,default,1,1,7,E,1
2.572415094,0.566037736,53.0,8181,default,1,1,30,E,1
2.931610465,0.430232558,86.0,15128,default,2,1,37,E,1
2.632019868,0.317880795,151.0,23847,default,1,1,48,E,1
1.7959,0.6,10.0,1078,default,1,1,6,E,1
0.004146497,0.061571125,21.40909091,118,default,61,22,29,E,2
3.419609756,0.243902439,82.0,16825,default,3,1,20,E,1
36.2792766,0.127659574,47.0,102308,default,1,1,6,E,1
2.0345,1.0,4.0,489,default,1,1,4,E,1
6.012948454,0.268041237,97.0,34996,default,1,1,26,E,1
2.041869281,0.281045752,153.0,18745,default,2,1,43,E,1
0.868411765,0.264705882,34.0,1772,default,1,1,9,E,1
0.226041667,0.666666667,24.0,326,default,2,1,16,E,1
0.003857143,1.0,7.0,2,default,7,1,7,E,1
2.248448276,0.275862069,87.0,11737,default,1,1,24,E,1
4.785466667,0.516666667,60.0,17228,default,2,1,31,E,1
1.92096,0.76,25.0,2882,default,1,1,19,E,1
0.13925,0.75,12.0,101,default,3,1,9,E,1
29.76335714,0.214285714,14.0,25002,default,1,1,3,E,1
2.063625,0.35,40.0,4953,default,4,1,14,E,1
0.47425,0.75,4.0,114,default,1,1,3,E,1
18.07275,0.5,4.0,4338,default,1,1,2,E,1
0.648055556,0.666666667,18.0,700,default,1,1,12,E,1
9.75e-05,0.058495822,3.12173913,3,default,277,115,21,E,2
0.131344828,0.620689655,29.0,229,default,1,1,18,E,1
4.760834711,0.297520661,121.0,34564,default,1,1,36,E,1
0.2114,0.7,10.0,127,default,1,1,7,E,1
