category,avg_rating,number_ratings,enrollment,last_updated,lectures,duration,cost,discount,inst_rating,inst_review,inst_student
development,4.5,2378.0,12734.0,20.0,54.0,462.0,21.99189,72.0,4.4,3613.0,49891.0
personal_development,4.8,1040.0,6138.0,20.0,31.0,159.0,16.99,89.0,4.7,28856.0,110341.0
development,4.9,913.0,5068.0,19.0,221.0,1812.0,20.99,89.0,4.7,14790.0,45655.0
teaching_academics,4.7,6029.0,31704.0,15.0,25.0,250.0,16.99,63.0,4.5,25581.0,113465.0
teaching_academics,4.2,236.0,1150.0,20.0,31.0,427.0,19.99,88.0,4.3,2259.0,6612.0
business,4.5,4441.0,27170.0,17.0,56.0,381.0,17.99,91.0,4.5,61441.0,190125.0
business,4.2,2388.0,12875.0,20.0,28.0,132.0,21.99,92.0,4.2,6562.0,33468.0
it_software,4.1,647.0,2890.0,17.0,136.0,1073.0,21.99,91.0,4.3,25989.0,242653.0
marketing,4.4,343.0,3708.0,20.0,32.0,219.0,16.99,43.0,4.4,7604.0,55537.0
development,3.7,518.0,4504.0,20.0,341.0,1964.0,16.990340000000003,84.0,3.9,86364.0,1205292.0
it_software,4.1,981.0,6304.0,20.0,43.0,421.0,16.99,58.0,4.2,21822.0,84160.0
development,4.5,1124.0,7955.0,20.0,40.0,186.0,16.99,88.0,4.4,24003.0,232079.0
it_software,4.2,3065.0,89159.0,20.0,113.0,1501.0,17.99,92.0,4.2,62102.0,769645.0
business,4.4,740.0,2849.0,19.0,148.0,6165.0,16.99,92.0,4.5,26337.0,93654.0
design,4.3,2735.0,16818.0,18.0,40.0,497.0,16.99,91.0,4.3,9255.0,86452.0
it_software,3.6,473.0,1946.0,19.0,29.0,251.0,21.99,74.0,3.8,1283.0,13536.0
it_software,2.1,69.0,350.0,20.0,124.0,1624.0,21.99189,89.0,3.4,672.0,11641.0
it_software,4.7,2605.0,6430.0,20.0,102.0,619.0,16.99,88.0,4.7,45475.0,209352.0
development,4.1,651.0,2758.0,20.0,334.0,2430.0,16.99,32.0,4.1,651.0,5088.0
teaching_academics,4.7,1687.0,20698.0,19.0,251.0,1903.0,27.99,87.0,4.7,32198.0,125236.0
it_software,4.6,439.0,1865.0,19.0,58.0,265.0,21.99,69.0,4.6,2020.0,4388.0
development,4.7,3338.0,21953.0,20.0,97.0,456.0,16.99,32.0,4.7,7860.0,59049.0
office_productivity,4.3,1401.0,5343.0,17.0,71.0,437.0,16.99,88.0,4.4,39566.0,149857.0
teaching_academics,4.5,1474.0,7776.0,20.0,29.0,149.0,21.99,88.0,4.6,13835.0,62988.0
business,4.4,2398.0,26523.0,20.0,56.0,207.0,16.99,74.0,4.4,65635.0,832553.0
personal_development,4.5,2086.0,11781.0,14.0,77.0,340.0,20.99,43.0,4.5,2244.0,13704.0
marketing,4.5,904.0,20471.0,19.0,38.0,205.0,16.99,80.0,4.4,29643.0,221522.0
business,4.4,16906.0,53033.0,19.0,55.0,322.0,16.99,69.0,4.4,29678.0,90349.0
design,4.6,1846.0,40046.0,19.0,76.0,356.0,19.99,88.0,4.5,9080.0,153929.0
development,4.6,46012.0,206051.0,17.0,32.0,139.0,16.990340000000003,80.0,4.7,282312.0,864975.0
it_software,4.3,5074.0,43312.0,20.0,34.0,218.0,19.99,83.0,4.4,17156.0,118607.0
development,4.5,4314.0,13226.0,20.0,46.0,273.0,19.99,58.0,4.5,4314.0,13218.0
development,4.2,136.0,480.0,20.0,37.0,271.0,19.99,51.0,3.8,277.0,1478.0
it_software,4.0,573.0,2213.0,20.0,53.0,329.0,21.99,87.0,4.2,7513.0,66526.0
business,4.3,3073.0,8948.0,17.0,69.0,219.0,20.99,84.0,4.4,15624.0,36482.0
development,4.6,45901.0,178794.0,20.0,563.0,2510.0,19.99,85.0,4.6,70726.0,390415.0
development,4.7,3280.0,12370.0,20.0,56.0,491.0,16.990340000000003,32.0,4.7,87085.0,224428.0
development,4.6,3664.0,18932.0,20.0,44.0,798.0,34.99,88.0,4.6,652986.0,1979353.0
design,4.5,3610.0,13260.0,19.0,13.0,77.0,16.99,64.0,4.5,4163.0,14329.0
it_software,4.7,4838.0,15902.0,20.0,26.0,123.0,16.99,80.0,4.7,14790.0,45655.0
development,4.4,935.0,3877.0,20.0,62.0,507.0,21.99,89.0,4.4,3805.0,38591.0
business,4.2,1638.0,9160.0,20.0,65.0,633.0,21.99,92.0,4.4,4197.0,15193.0
business,4.5,4368.0,24456.0,20.0,252.0,1899.0,17.99,83.0,4.4,12695.0,56091.0
design,4.4,4525.0,56234.0,20.0,91.0,623.0,23.99,89.0,4.4,9150.0,80543.0
development,4.5,13250.0,61664.0,18.0,60.0,206.0,16.990340000000003,79.0,4.5,21997.0,97139.0
marketing,4.4,3528.0,24427.0,17.0,77.0,236.0,19.99,60.0,4.4,15736.0,198635.0
development,4.4,2105.0,16471.0,20.0,668.0,2929.0,25.99313,77.0,4.5,6744.0,63469.0
development,4.6,9728.0,37276.0,18.0,39.0,239.0,23.99,79.0,4.6,13209.0,46550.0
it_software,4.4,5116.0,20743.0,20.0,72.0,404.0,21.99,86.0,4.4,10551.0,35550.0
personal_development,4.2,243.0,1220.0,17.0,125.0,246.0,17.99,90.0,4.6,731.0,6588.0
design,4.6,3876.0,20194.0,19.0,17.0,63.0,16.99,89.0,4.6,3876.0,20189.0
it_software,4.6,130.0,704.0,20.0,12.0,225.0,29.994370000000004,62.0,4.6,2020.0,4388.0
teaching_academics,4.4,2273.0,23365.0,18.0,109.0,444.0,19.99,90.0,4.5,23990.0,195050.0
development,4.4,5668.0,18885.0,20.0,323.0,3623.0,24.99,84.0,4.4,15014.0,290802.0
it_software,4.3,491.0,1875.0,17.0,80.0,518.0,16.99,80.0,4.3,833.0,4794.0
personal_development,4.6,771.0,6331.0,20.0,61.0,312.0,16.99,89.0,4.5,1999.0,17266.0
development,4.4,410.0,2959.0,18.0,223.0,1161.0,16.99,79.0,4.3,4288.0,23148.0
business,4.4,3291.0,16871.0,19.0,25.0,122.0,16.99,88.0,4.4,5161.0,24116.0
it_software,4.3,527.0,3827.0,19.0,64.0,410.0,21.99,32.0,4.2,638.0,4194.0
personal_development,4.5,1855.0,8341.0,19.0,54.0,260.0,44.99,87.0,4.4,4638.0,22317.0
development,4.8,50923.0,182606.0,20.0,82.0,595.0,19.99,78.0,4.7,200625.0,581769.0
development,4.6,3049.0,19340.0,19.0,20.0,200.0,21.99,89.0,4.5,193164.0,454193.0
business,4.4,1303.0,6347.0,20.0,208.0,515.0,17.99,88.0,4.4,2760.0,8553.0
it_software,4.6,1330.0,10685.0,20.0,68.0,445.0,16.99,92.0,4.6,16672.0,47836.0
development,4.5,3318.0,15608.0,17.0,148.0,739.0,19.991270000000004,64.0,4.3,113570.0,1204582.0
business,4.5,42547.0,378952.0,20.0,68.0,245.0,17.99,60.0,4.5,132521.0,907674.0
marketing,4.3,801.0,4127.0,11.0,89.0,311.0,16.99,43.0,4.5,18423.0,98942.0
development,4.7,284.0,4513.0,20.0,41.0,245.0,16.99,88.0,4.3,20252.0,165585.0
it_software,4.2,575.0,2542.0,20.0,69.0,579.0,16.99,51.0,4.2,6092.0,47354.0
personal_development,4.5,5234.0,27892.0,16.0,25.0,78.0,16.99,32.0,4.4,80108.0,271160.0
it_software,4.2,874.0,5395.0,17.0,74.0,1012.0,16.99,85.0,4.4,8199.0,42451.0
personal_development,4.4,1503.0,10863.0,20.0,42.0,186.0,16.99,60.0,4.5,3182.0,18457.0
business,4.5,3740.0,22050.0,20.0,234.0,988.0,16.99,62.0,4.6,9150.0,37732.0
it_software,4.6,824.0,4003.0,20.0,48.0,227.0,19.991270000000004,67.0,4.3,2310.0,17271.0
teaching_academics,4.0,347.0,2750.0,15.0,40.0,220.0,19.99,80.0,4.3,511.0,4240.0
personal_development,4.2,282.0,2460.0,18.0,13.0,67.0,104.99,89.0,4.4,1589.0,22783.0
business,4.6,751.0,4793.0,19.0,59.0,189.0,16.99,81.0,4.7,11423.0,31593.0
it_software,4.7,7619.0,42407.0,18.0,76.0,427.0,16.99,89.0,4.6,45368.0,278078.0
it_software,4.2,303.0,1216.0,20.0,34.0,195.0,69.99,85.0,4.2,1614.0,16681.0
it_software,4.5,6635.0,28027.0,20.0,22.0,127.0,20.991580000000003,85.0,4.4,12357.0,55285.0
business,4.5,4587.0,15924.0,17.0,53.0,386.0,19.99,74.0,4.5,26337.0,93654.0
development,4.5,2788.0,15771.0,20.0,78.0,603.0,17.99,32.0,4.5,10647.0,101757.0
it_software,4.3,1543.0,7307.0,20.0,225.0,1135.0,21.99,92.0,4.2,3747.0,38755.0
development,4.7,634.0,4444.0,20.0,33.0,651.0,20.99,88.0,4.4,14859.0,118994.0
development,4.4,631.0,3438.0,20.0,154.0,1447.0,16.99,90.0,4.4,7731.0,32824.0
design,4.6,20909.0,122988.0,20.0,36.0,565.0,16.99,92.0,4.6,29658.0,225350.0
development,4.6,1291.0,6642.0,20.0,82.0,532.0,24.99282,79.0,4.7,13999.0,64522.0
office_productivity,4.5,9963.0,41008.0,20.0,139.0,693.0,17.99,85.0,4.6,214436.0,707746.0
business,4.0,51.0,84.0,20.0,22.0,137.0,21.99,87.0,4.0,51.0,84.0
it_software,4.5,24973.0,121710.0,20.0,62.0,307.0,17.99,85.0,4.5,92301.0,476330.0
development,4.6,10306.0,50276.0,20.0,438.0,3707.0,17.99,64.0,4.7,105011.0,344414.0
office_productivity,4.4,3313.0,13993.0,20.0,63.0,341.0,25.99,90.0,4.3,3489.0,16403.0
business,4.1,2187.0,7460.0,19.0,72.0,217.0,16.99,88.0,4.1,2211.0,7507.0
it_software,4.5,1065.0,6297.0,20.0,80.0,504.0,25.99313,91.0,4.5,26464.0,140740.0
design,4.5,3485.0,15659.0,19.0,45.0,295.0,17.99,88.0,4.5,357769.0,1675102.0
it_software,4.2,3001.0,71965.0,17.0,82.0,298.0,19.99,92.0,4.2,62102.0,769645.0
development,4.7,27519.0,145986.0,20.0,178.0,883.0,21.99,74.0,4.7,165670.0,562565.0
it_software,3.9,270.0,1955.0,20.0,47.0,284.0,16.99,87.0,3.9,1299.0,9529.0
development,4.6,508.0,5815.0,20.0,53.0,648.0,17.99,67.0,4.6,100829.0,404488.0
business,4.5,2661.0,11296.0,20.0,138.0,1579.0,29.99,88.0,4.5,2661.0,11296.0
development,4.5,4353.0,17141.0,20.0,115.0,351.0,21.99,84.0,4.6,509994.0,1193050.0
development,4.6,3523.0,32042.0,19.0,67.0,469.0,21.99189,60.0,4.6,31457.0,126576.0
business,4.3,1443.0,10396.0,17.0,28.0,157.0,19.99,89.0,4.2,2152.0,14813.0
development,4.6,884.0,7307.0,20.0,212.0,1005.0,21.99,89.0,4.6,2744.0,15184.0
personal_development,4.6,867.0,8773.0,20.0,47.0,317.0,20.99,55.0,4.5,947.0,9130.0
business,4.4,4934.0,29233.0,18.0,58.0,344.0,17.99,85.0,4.3,11551.0,78519.0
it_software,4.5,529.0,2343.0,20.0,93.0,717.0,21.99,74.0,4.1,887.0,6901.0
development,4.6,1692.0,7578.0,20.0,46.0,195.0,16.99,58.0,4.6,3813.0,11496.0
office_productivity,4.4,529.0,2538.0,20.0,42.0,106.0,16.99,87.0,4.4,39566.0,149847.0
design,4.6,2990.0,90763.0,19.0,96.0,534.0,16.99,92.0,4.6,34255.0,299936.0
business,4.6,1687.0,7654.0,19.0,413.0,1220.0,16.99,90.0,4.5,24804.0,89898.0
it_software,4.6,250.0,1038.0,20.0,106.0,889.0,25.99313,91.0,4.5,250.0,1107.0
teaching_academics,4.7,225.0,1359.0,15.0,31.0,320.0,23.99,74.0,4.5,999.0,2521.0
development,4.4,2720.0,14728.0,20.0,70.0,219.0,16.990340000000003,80.0,4.3,3001.0,15591.0
business,4.6,3664.0,11792.0,17.0,87.0,706.0,23.99,83.0,4.4,31525.0,74271.0
it_software,4.5,1451.0,5458.0,19.0,87.0,2832.0,55.00212000000001,92.0,4.5,19007.0,52032.0
business,4.3,925.0,3340.0,20.0,38.0,356.0,16.99,66.0,4.3,3268.0,11635.0
personal_development,4.6,1676.0,12189.0,19.0,123.0,1126.0,20.99,86.0,4.6,1676.0,12189.0
development,4.4,948.0,9264.0,20.0,129.0,810.0,23.992510000000003,85.0,4.7,13999.0,64522.0
business,4.4,1263.0,5921.0,20.0,88.0,485.0,20.99,69.0,4.5,26337.0,93654.0
development,4.5,7174.0,32052.0,20.0,206.0,1764.0,16.990340000000003,62.0,4.5,288507.0,988674.0
business,4.6,183.0,1970.0,18.0,67.0,310.0,21.99,86.0,4.4,3761.0,23189.0
teaching_academics,4.6,1621.0,18908.0,20.0,80.0,139.0,16.99,86.0,4.5,14266.0,56898.0
design,4.7,1348.0,16034.0,20.0,77.0,536.0,23.99,83.0,4.6,30976.0,127890.0
development,4.6,50703.0,150698.0,20.0,360.0,3357.0,24.99,76.0,4.6,114787.0,285433.0
personal_development,4.8,1764.0,15066.0,20.0,65.0,314.0,16.99,84.0,4.7,17768.0,63356.0
business,4.5,1457.0,4521.0,17.0,88.0,495.0,17.99,62.0,4.4,2760.0,8553.0
business,4.1,893.0,3673.0,20.0,53.0,150.0,159.99,92.0,4.2,1436.0,10641.0
it_software,4.7,7175.0,51148.0,20.0,67.0,325.0,19.991270000000004,72.0,4.6,100190.0,314001.0
business,4.6,903.0,16181.0,19.0,76.0,192.0,20.99,85.0,4.5,22767.0,215522.0
office_productivity,4.4,5398.0,29344.0,19.0,156.0,652.0,17.99,90.0,4.3,11275.0,49419.0
development,4.4,2260.0,13123.0,20.0,188.0,1663.0,24.99282,91.0,4.2,5048.0,57476.0
it_software,4.3,1460.0,9473.0,18.0,91.0,801.0,16.99,32.0,4.4,20670.0,154908.0
it_software,3.8,347.0,2920.0,20.0,13.0,105.0,16.99,91.0,4.1,8696.0,59170.0
personal_development,4.5,2292.0,12399.0,20.0,29.0,205.0,17.99,88.0,4.6,26035.0,130950.0
development,4.6,599.0,2730.0,20.0,69.0,492.0,21.99,32.0,4.5,13481.0,93664.0
development,4.4,1987.0,20578.0,20.0,77.0,475.0,21.99189,87.0,4.3,2374.0,28326.0
personal_development,3.4,227.0,827.0,20.0,44.0,192.0,16.99,91.0,3.3,255.0,925.0
business,4.5,655.0,2607.0,20.0,101.0,660.0,20.99,72.0,4.4,924.0,3348.0
development,4.5,5339.0,40809.0,20.0,52.0,493.0,16.99,86.0,4.5,19737.0,87740.0
development,4.4,3551.0,18124.0,18.0,74.0,681.0,27.993750000000002,80.0,4.4,14259.0,73406.0
personal_development,4.6,1333.0,8919.0,17.0,16.0,186.0,16.99,88.0,4.5,13415.0,64047.0
development,3.8,381.0,1551.0,20.0,88.0,822.0,16.99,88.0,3.8,381.0,1551.0
personal_development,4.4,619.0,9736.0,18.0,50.0,407.0,16.99,85.0,4.4,4136.0,30746.0
it_software,4.3,669.0,4552.0,20.0,105.0,911.0,19.99,88.0,4.2,11745.0,48203.0
design,4.4,1982.0,18823.0,18.0,169.0,1276.0,19.99,56.0,4.4,23759.0,498116.0
business,4.0,519.0,3963.0,19.0,43.0,557.0,21.99,86.0,4.2,780.0,7845.0
it_software,4.7,10015.0,55205.0,20.0,50.0,302.0,16.99,84.0,4.7,39821.0,154006.0
business,4.4,1366.0,16163.0,20.0,174.0,1799.0,23.99,83.0,4.6,24576.0,160587.0
development,4.6,5086.0,21876.0,20.0,47.0,402.0,21.99,88.0,4.5,7167.0,42005.0
design,4.7,1594.0,11652.0,20.0,119.0,412.0,21.99,77.0,4.5,9080.0,153929.0
it_software,4.2,331.0,2033.0,19.0,73.0,502.0,27.99,84.0,4.1,47720.0,626911.0
development,4.4,1365.0,6380.0,19.0,164.0,997.0,16.99,90.0,4.4,2753.0,15046.0
development,4.7,10792.0,59047.0,20.0,135.0,771.0,20.991580000000003,81.0,4.7,282312.0,865160.0
design,4.6,26119.0,118520.0,20.0,85.0,464.0,21.99,69.0,4.6,38752.0,163098.0
marketing,4.6,1144.0,6073.0,18.0,97.0,1199.0,17.99,86.0,4.5,3650.0,23896.0
personal_development,4.5,262.0,1108.0,20.0,59.0,970.0,19.99,86.0,4.5,262.0,1108.0
personal_development,4.4,454.0,1650.0,20.0,103.0,341.0,16.99,89.0,4.5,500.0,1860.0
it_software,4.1,1055.0,5298.0,18.0,97.0,1087.0,16.99,89.0,4.1,6183.0,34200.0
personal_development,4.9,458.0,2022.0,18.0,71.0,367.0,16.99,87.0,4.8,3662.0,48797.0
development,4.7,4713.0,120029.0,18.0,154.0,748.0,19.99,83.0,4.6,74745.0,517994.0
development,4.5,10854.0,54089.0,20.0,143.0,733.0,16.99,89.0,4.5,13050.0,62066.0
it_software,4.2,745.0,2715.0,19.0,46.0,307.0,16.99,69.0,4.2,745.0,2715.0
it_software,4.2,188.0,1037.0,18.0,352.0,2235.0,16.99,40.0,4.1,397.0,1805.0
it_software,4.2,1477.0,5235.0,16.0,120.0,812.0,16.99,89.0,4.3,113570.0,1204639.0
development,4.6,8490.0,38729.0,18.0,79.0,394.0,23.99,78.0,4.5,193164.0,454107.0
development,4.5,2368.0,11632.0,19.0,103.0,881.0,27.993750000000002,88.0,3.9,86364.0,1205292.0
development,4.6,3007.0,19028.0,20.0,224.0,1106.0,16.99,92.0,4.5,93980.0,682792.0
it_software,4.6,25588.0,97083.0,18.0,42.0,190.0,21.99,88.0,4.6,100190.0,314001.0
development,4.6,2868.0,22432.0,20.0,119.0,560.0,19.99,35.0,4.6,100829.0,404454.0
development,4.5,1054.0,4944.0,20.0,114.0,1532.0,25.99,58.0,4.5,2468.0,8071.0
development,4.6,1141.0,9803.0,19.0,87.0,1129.0,16.99,86.0,4.4,5403.0,36936.0
development,4.6,30067.0,111122.0,20.0,16.0,145.0,24.99,51.0,4.5,288507.0,988948.0
it_software,4.7,46789.0,194022.0,20.0,68.0,364.0,16.990340000000003,88.0,4.7,165670.0,562565.0
business,3.0,209.0,4517.0,20.0,25.0,314.0,16.99,90.0,3.5,2499.0,61132.0
development,4.6,284.0,1231.0,20.0,91.0,867.0,21.99,88.0,4.6,298.0,1296.0
development,4.6,45327.0,199936.0,20.0,77.0,734.0,21.99,62.0,4.6,187702.0,902713.0
business,4.3,904.0,3179.0,20.0,11.0,211.0,149.99,84.0,4.2,6562.0,33468.0
business,4.3,709.0,3414.0,15.0,77.0,300.0,16.99,64.0,4.4,8194.0,34037.0
business,4.4,861.0,5194.0,20.0,12.0,98.0,16.99,74.0,4.6,14353.0,61725.0
teaching_academics,4.4,8675.0,48870.0,20.0,218.0,696.0,19.99,86.0,4.3,20660.0,130929.0
design,4.7,969.0,4932.0,20.0,323.0,6552.0,27.99,89.0,4.7,7071.0,27323.0
development,4.2,19374.0,483700.0,20.0,128.0,453.0,16.99,90.0,4.2,49049.0,999253.0
teaching_academics,4.6,1634.0,6061.0,20.0,59.0,382.0,19.99,88.0,4.6,3479.0,48178.0
personal_development,4.4,21313.0,113494.0,20.0,97.0,659.0,16.99,77.0,4.4,36428.0,306687.0
development,4.4,6542.0,37683.0,20.0,49.0,384.0,16.990340000000003,62.0,4.4,112580.0,556334.0
it_software,4.4,2005.0,15606.0,20.0,126.0,612.0,16.990340000000003,89.0,4.4,13811.0,59727.0
business,4.0,260.0,884.0,20.0,81.0,462.0,21.99,88.0,3.9,398.0,5489.0
office_productivity,4.4,1867.0,11198.0,17.0,281.0,2031.0,19.99,60.0,4.4,39566.0,149857.0
development,4.7,12757.0,52660.0,20.0,207.0,2476.0,20.991580000000003,86.0,4.7,87085.0,224428.0
development,4.4,680.0,3743.0,20.0,34.0,180.0,16.99,84.0,4.1,8696.0,59170.0
it_software,4.5,30861.0,168176.0,17.0,27.0,108.0,17.99,69.0,4.5,49411.0,216369.0
business,4.3,3537.0,15093.0,20.0,119.0,723.0,17.99,92.0,4.4,22226.0,80724.0
design,4.4,3314.0,15946.0,20.0,74.0,209.0,16.99,88.0,4.4,17393.0,50619.0
it_software,4.3,1070.0,6611.0,20.0,75.0,454.0,16.99,88.0,4.5,26464.0,140740.0
development,4.8,457.0,2052.0,20.0,210.0,1549.0,31.99499,88.0,4.6,3130.0,7059.0
office_productivity,4.6,21073.0,111329.0,20.0,28.0,356.0,27.99,77.0,4.6,119619.0,376397.0
personal_development,4.7,3188.0,14180.0,17.0,47.0,288.0,21.99,90.0,4.7,28856.0,110341.0
business,4.2,1656.0,6942.0,20.0,94.0,286.0,20.99,80.0,4.3,6236.0,39433.0
business,4.4,2901.0,17417.0,16.0,79.0,549.0,104.99,89.0,4.5,339445.0,1162093.0
development,4.4,1269.0,7362.0,20.0,307.0,1922.0,16.99,89.0,4.6,5118.0,43427.0
development,3.9,1685.0,12918.0,20.0,123.0,630.0,23.992510000000003,92.0,4.1,14747.0,381866.0
development,4.0,6539.0,29436.0,20.0,193.0,1105.0,21.99,49.0,4.1,11595.0,49809.0
business,4.6,2944.0,20323.0,20.0,80.0,369.0,19.99,83.0,4.5,462859.0,1573740.0
development,4.5,5975.0,37643.0,20.0,48.0,352.0,21.99,89.0,4.5,92301.0,476330.0
business,4.5,2633.0,14448.0,20.0,77.0,403.0,16.99,81.0,4.4,22226.0,80724.0
development,3.7,142.0,1287.0,19.0,52.0,291.0,23.99,90.0,4.2,9863.0,146257.0
business,3.7,25.0,225.0,20.0,75.0,565.0,16.99,86.0,4.0,143.0,1182.0
personal_development,4.5,4513.0,16963.0,20.0,47.0,261.0,29.99,69.0,4.5,4513.0,19606.0
office_productivity,4.7,10720.0,54007.0,17.0,93.0,404.0,17.99,70.0,4.6,119619.0,376397.0
business,4.5,7777.0,41671.0,19.0,128.0,345.0,17.99,89.0,4.5,9559.0,69040.0
business,3.9,1556.0,15638.0,20.0,14.0,209.0,16.99,90.0,3.9,1556.0,15638.0
development,4.6,5200.0,23639.0,20.0,504.0,5962.0,23.99,77.0,4.5,5783.0,52793.0
development,4.8,375.0,5811.0,20.0,98.0,635.0,21.99189,32.0,4.5,49502.0,376881.0
design,4.4,1031.0,18021.0,20.0,185.0,1839.0,16.99,55.0,4.4,9150.0,80556.0
business,4.5,2349.0,68233.0,20.0,44.0,264.0,20.99,85.0,4.4,66705.0,546069.0
business,4.4,4834.0,15392.0,20.0,57.0,392.0,16.99,92.0,4.5,11840.0,34501.0
development,4.5,1153.0,5894.0,20.0,52.0,225.0,21.99189,87.0,4.5,13645.0,95995.0
personal_development,4.7,5795.0,29605.0,20.0,49.0,237.0,16.99,50.0,4.6,14053.0,85242.0
development,4.4,15195.0,82674.0,20.0,134.0,1213.0,23.992510000000003,89.0,4.6,652986.0,1979353.0
it_software,4.6,1305.0,12181.0,20.0,36.0,201.0,16.99,32.0,4.5,19007.0,52032.0
development,4.6,1155.0,6139.0,20.0,322.0,2669.0,16.99,88.0,4.5,35048.0,255012.0
design,4.1,398.0,2152.0,18.0,10.0,53.0,34.99,88.0,4.1,528.0,2465.0
marketing,4.6,891.0,4347.0,17.0,44.0,199.0,16.99,60.0,4.5,15417.0,69523.0
business,4.5,15575.0,50532.0,20.0,87.0,444.0,19.99,43.0,4.5,119842.0,393060.0
development,4.6,10832.0,66117.0,20.0,122.0,471.0,27.993750000000002,89.0,4.6,258820.0,671113.0
development,4.4,2247.0,16129.0,20.0,41.0,334.0,20.991580000000003,92.0,4.4,28778.0,167870.0
development,4.3,2948.0,16789.0,20.0,28.0,106.0,16.990340000000003,90.0,4.4,23374.0,121576.0
development,4.4,711.0,2310.0,20.0,77.0,742.0,16.99,32.0,4.4,6063.0,49852.0
development,4.4,1393.0,8305.0,20.0,69.0,583.0,16.99,82.0,4.4,5854.0,26521.0
business,3.9,110.0,21420.0,20.0,125.0,1064.0,19.99,92.0,3.7,3469.0,120008.0
development,4.7,5180.0,32276.0,18.0,53.0,364.0,21.99,37.0,4.6,258820.0,671113.0
business,3.9,548.0,4279.0,19.0,51.0,113.0,179.99,73.0,4.3,10625.0,76899.0
it_software,4.3,6589.0,49052.0,20.0,54.0,865.0,16.990340000000003,89.0,4.3,51924.0,228793.0
it_software,4.6,428.0,11734.0,20.0,99.0,962.0,19.991270000000004,88.0,4.4,475.0,21705.0
development,4.0,489.0,3032.0,20.0,368.0,2210.0,21.99189,83.0,4.4,5854.0,26521.0
development,4.4,1502.0,9233.0,19.0,45.0,242.0,21.99,82.0,4.4,16470.0,78878.0
design,4.3,226.0,2809.0,20.0,22.0,280.0,17.99,81.0,4.2,1543.0,9870.0
design,4.4,629.0,2207.0,20.0,12.0,128.0,16.99,67.0,4.5,914.0,19407.0
it_software,4.6,5586.0,20081.0,20.0,63.0,302.0,20.99,84.0,4.5,10405.0,100781.0
it_software,4.5,1554.0,4890.0,20.0,67.0,301.0,16.990340000000003,91.0,4.5,12611.0,45114.0
design,4.3,255.0,1774.0,19.0,88.0,1050.0,17.99,32.0,4.5,3136.0,14568.0
it_software,4.5,1697.0,9040.0,19.0,73.0,296.0,19.99,88.0,4.5,8170.0,26495.0
personal_development,4.2,1811.0,33303.0,20.0,105.0,661.0,16.99,88.0,4.5,245360.0,2011894.0
development,4.6,84710.0,352300.0,20.0,168.0,597.0,16.99,88.0,4.6,187702.0,902713.0
personal_development,4.5,1372.0,6116.0,20.0,27.0,175.0,69.99,88.0,4.4,6123.0,23132.0
marketing,4.6,3035.0,12711.0,20.0,188.0,1011.0,16.99,80.0,4.6,13506.0,54269.0
business,4.6,828.0,4224.0,20.0,116.0,1123.0,16.99,64.0,4.5,31511.0,125818.0
it_software,4.6,3160.0,31185.0,20.0,51.0,421.0,25.99,76.0,4.6,6197.0,50576.0
development,4.7,555.0,1567.0,19.0,71.0,823.0,27.993750000000002,89.0,4.6,587.0,9073.0
development,4.5,3255.0,20713.0,20.0,302.0,1547.0,17.99,88.0,4.6,100829.0,404488.0
development,4.5,6377.0,30924.0,20.0,65.0,597.0,24.99,92.0,4.6,114787.0,285433.0
teaching_academics,4.2,317.0,17579.0,20.0,63.0,396.0,21.99,82.0,4.4,65635.0,832553.0
personal_development,4.6,995.0,19705.0,17.0,32.0,215.0,16.99,88.0,4.3,7162.0,82443.0
development,4.4,2049.0,7907.0,20.0,137.0,1443.0,25.99313,92.0,4.5,3486.0,14894.0
office_productivity,4.5,11028.0,47126.0,16.0,47.0,204.0,19.99,76.0,4.4,15677.0,71100.0
it_software,3.6,213.0,839.0,20.0,108.0,781.0,16.99,88.0,3.7,915.0,19271.0
development,4.6,1601.0,11452.0,20.0,75.0,787.0,16.99,85.0,4.6,3269.0,15256.0
office_productivity,4.3,928.0,11555.0,20.0,46.0,270.0,27.99,88.0,4.5,42533.0,307795.0
business,4.7,941.0,5478.0,18.0,81.0,496.0,16.99,81.0,4.5,462859.0,1573740.0
business,4.5,2103.0,21473.0,20.0,45.0,245.0,16.99,90.0,4.5,339445.0,1161819.0
marketing,4.4,24592.0,158681.0,20.0,40.0,747.0,16.99,88.0,4.4,46748.0,340215.0
design,4.5,1256.0,20122.0,20.0,97.0,684.0,25.99,60.0,4.6,168588.0,720268.0
business,4.8,761.0,3302.0,17.0,70.0,53.0,16.99,89.0,4.6,13506.0,54276.0
it_software,4.4,4828.0,22184.0,20.0,53.0,744.0,51.99,89.0,4.4,40062.0,218934.0
personal_development,4.5,1272.0,15640.0,20.0,196.0,671.0,19.99,84.0,4.4,36428.0,306687.0
teaching_academics,4.6,6445.0,40359.0,20.0,28.0,596.0,20.99,91.0,4.7,32198.0,125219.0
development,4.4,1596.0,10578.0,20.0,63.0,544.0,23.99,86.0,4.4,31525.0,74252.0
it_software,4.5,4037.0,22724.0,20.0,93.0,1050.0,21.99,92.0,4.4,9208.0,46923.0
it_software,4.5,94.0,588.0,19.0,172.0,1380.0,16.99,89.0,4.1,47720.0,626817.0
design,4.2,1349.0,4147.0,20.0,43.0,103.0,16.99,77.0,4.2,2999.0,8891.0
